SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
16:09:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:28:34 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:28:34 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:28:39 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:28:39 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:28:39 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:29:11 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:29:11 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:29:19 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:29:19 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:29:19 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:29:27 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
21:29:32 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:29:33 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:29:34 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:29:38 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:29:38 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:29:46 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:29:46 DEBUG: character_update emitted (hp={'current': 24, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:29:46 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:29:46 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:29:46 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:32:20 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:32:20 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:32:23 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:32:23 DEBUG: character_update emitted (hp={'current': 18, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:32:23 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:32:23 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:32:23 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
21:32:36 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:32:36 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:32:41 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:32:41 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:32:41 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:32:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:32:57 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:32:57 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:33:00 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:33:02 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:33:06 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:33:06 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:33:15 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:33:18 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:33:22 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:33:22 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:33:25 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:33:28 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:33:31 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:33:31 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:33:31 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:33:37 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:33:40 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:33:40 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:33:49 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:33:57 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:34:01 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:34:02 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:34:05 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:34:19 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:34:28 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:34:28 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:34:35 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:35:21 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:35:21 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:35:21 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:35:27 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:35:27 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
SESSION_START flags={'narration_enabled': False}
21:48:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:48:44 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:48:49 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:48:49 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:48:49 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:48:53 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:48:53 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:48:53 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:49:04 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:49:04 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:49:08 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
21:49:15 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:49:19 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:49:19 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:49:30 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:49:30 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:49:30 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:49:39 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:49:40 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:49:45 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:49:45 DEBUG: character_update emitted (hp={'current': 28, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:49:45 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
21:49:45 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
21:49:45 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:49:51 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=2, pulse_cd=1, pulse_base_cd=1)
21:49:51 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:49:55 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:49:55 DEBUG: character_update emitted (hp={'current': 25, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:49:55 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:50:00 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:50:00 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:50:13 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:50:13 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:50:18 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
21:50:24 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=3, pulse_cd=1, pulse_base_cd=1)
21:50:25 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=3, pulse_cd=1, pulse_base_cd=1)
21:50:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:50:46 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=5, pulse_cd=1, pulse_base_cd=1)
21:50:51 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:50:51 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:50:51 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:50:54 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:50:54 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:51:03 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:51:03 DEBUG: character_update emitted (hp={'current': 23, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:51:03 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:55:17 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:55:17 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:55:25 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:55:25 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:55:25 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:55:28 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=1, pulse_cd=1, pulse_base_cd=1)
21:55:28 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:55:31 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:55:31 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
21:55:31 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:55:41 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:55:41 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:55:48 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:55:48 DEBUG: character_update emitted (hp={'current': 19, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:57:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
21:57:40 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:57:40 DEBUG: emit_event type=combat_result (has_session=True, has_emit=True)
21:57:46 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:57:47 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:57:50 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:57:58 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:58:00 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:58:01 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:58:02 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:58:07 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
21:58:09 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
SESSION_START flags={'narration_enabled': False}
21:58:58 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
21:58:58 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:59:08 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
21:59:08 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
21:59:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
22:04:06 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:04:06 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:04:11 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:04:11 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
22:04:11 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
22:22:19 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:22:19 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:22:24 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:22:24 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
22:22:24 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
22:49:25 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:49:25 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:49:33 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:49:33 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
22:49:33 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
22:49:33 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
22:49:33 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
22:49:40 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
22:49:40 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
22:49:40 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:49:44 DEBUG: character_update emitted (hp={'current': 13, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:49:44 DEBUG: character_update emitted (hp={'current': 13, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:49:44 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
22:49:58 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:50:09 DEBUG: character_update emitted (hp={'current': 13, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:50:09 DEBUG: character_update emitted (hp={'current': 13, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
22:50:09 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
22:50:09 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
22:50:09 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
22:50:17 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:50:22 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
22:50:22 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
22:50:22 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
22:50:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:50:29 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
22:50:29 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
22:50:29 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
22:50:34 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:50:39 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
22:50:39 DEBUG: character_update emitted (hp={'current': 9, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
22:50:39 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
22:50:39 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
22:50:39 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
SESSION_START flags={'narration_enabled': False}
22:53:02 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:53:02 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:53:08 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:53:08 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
22:53:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
22:56:59 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
22:56:59 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:57:04 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
22:57:04 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
22:57:04 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
23:04:15 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
23:04:15 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:04:22 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:04:22 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:04:22 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
23:04:26 DEBUG: emit_event type=interrupt (has_session=True, has_emit=True)
23:04:26 DEBUG: emit_event type=chain_interrupted (has_session=True, has_emit=True)
23:04:26 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
23:04:30 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:04:30 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
SESSION_START flags={'narration_enabled': False}
23:06:37 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
23:06:37 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:06:42 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:06:42 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:06:42 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
23:06:44 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=4, pulse_cd=0, pulse_base_cd=1)
23:06:44 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
23:06:47 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:06:47 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=2, pulse_cd=0, pulse_base_cd=1)
23:06:47 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
23:08:05 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=1, pulse_cd=1, pulse_base_cd=1)
23:08:05 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
23:08:07 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
23:08:08 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=3, pulse_cd=0, pulse_base_cd=1)
23:08:08 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
23:08:15 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
23:08:15 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:08:19 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=5, pulse_cd=0, pulse_base_cd=1)
23:08:19 DEBUG: character_update emitted (hp={'current': 16, 'max': 28}, rp=1, pulse_cd=0, pulse_base_cd=1)
23:08:19 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
SESSION_START flags={'narration_enabled': False}
23:09:08 DEBUG: emit_event type=declare_chain (has_session=True, has_emit=True)
23:09:30 DEBUG: emit_event type=interrupt_window (has_session=True, has_emit=True)
